username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Confessionallutheran,1,0,1,0,0,1,1,0,1,1,0,1,0
Mikefleury85,0,0,0,0,1,1,1,0,0,1,0,0,0
Clarkson97,0,0,0,0,0,1,0,0,0,1,0,0,1
Stilgar27,1,1,1,1,1,1,1,1,1,1,1,0,0
LuiseNavy,0,0,0,0,0,0,0,0,0,0,0,0,0
LOKKJDHFHFDNDH ANOYMOIUS,0,0,0,0,0,0,0,0,0,0,0,0,1
Aw1805,1,0,1,1,1,1,1,0,1,1,1,0,0
Larry Keel,1,1,0,0,0,0,0,0,1,0,0,1,0
Lillynholt,0,0,0,0,0,0,0,0,0,0,0,0,1
RealJeffHoward,0,0,0,1,0,1,1,0,0,1,0,0,1
Penguinsruleman,0,1,1,0,0,0,0,0,1,0,0,0,1
Injusticekid28,0,0,0,0,0,0,0,0,0,0,0,0,1
Sharkthe1st,0,0,0,0,0,0,0,0,0,0,0,0,1
William H. Reynolds,1,0,1,1,1,1,1,0,1,1,0,0,0
Croughford,1,0,1,0,0,0,1,0,1,0,0,1,1
Kandyciss,0,0,0,0,1,1,0,0,0,1,0,0,1
Daniel taheri,0,1,1,0,0,0,0,0,1,0,0,1,0
Footballboss72,0,0,0,1,0,0,0,0,0,1,0,0,1
TheRamblingNarcissist,0,0,0,1,1,1,1,0,0,1,0,0,1
Sanatan lamichhane,1,1,1,0,0,0,1,0,1,0,0,1,0
JesusAg2011,1,0,1,1,1,1,1,1,1,1,1,1,0
Superman456123,0,0,0,1,0,1,1,0,0,1,0,0,1
Jecyoung27,0,0,0,1,0,0,0,0,0,1,0,0,1
Derp29,0,0,0,1,0,1,1,0,0,1,0,0,1
OdentheGray,0,1,0,0,0,0,0,0,1,0,0,1,0
UConnJerkwagonIAmNot,0,0,1,0,0,0,1,0,1,0,0,0,1
JohnHoratio,0,0,1,0,0,0,1,0,1,0,0,1,1
Jcc234,0,0,0,0,0,0,0,0,0,0,0,0,1
EPIC-NINJA1996,0,0,0,1,0,0,0,0,0,1,0,0,1
Jetdaisuke,0,0,0,0,1,0,0,0,0,1,0,0,1
Sex2017,0,0,0,1,0,1,1,0,0,1,0,0,1
Gopak17,0,0,0,0,0,1,1,0,0,1,0,0,1
Recent info,0,0,1,0,0,1,1,0,1,1,0,1,0
RicardoC999,0,1,0,0,1,0,0,0,1,1,0,0,1
Norikumihatashi,0,0,0,1,0,1,1,0,0,1,0,0,1
Mreastwolf,0,0,0,1,1,0,0,0,0,1,0,0,1
Chaudhary Muhammad Mohsin,1,0,0,0,0,0,0,0,1,0,0,1,0
Cy19,0,0,0,0,0,0,0,0,0,0,0,0,1
Arsterianpasta,0,0,0,0,1,1,1,0,0,1,0,0,1
Makaice677889965579864,0,0,0,0,0,1,1,0,0,1,0,0,1
Luchenry,1,1,1,1,1,1,1,0,1,1,1,0,0
CaptainStarwind,0,0,0,1,1,1,0,0,0,1,1,0,0
Nanako,0,0,1,0,0,0,0,0,1,0,0,0,0
Kirtimaansyal,0,1,1,1,1,1,1,1,1,1,1,1,0
Anaanammaa,0,0,0,0,0,1,1,0,0,1,0,0,1
Derpy53172,0,0,0,1,0,1,1,0,0,1,0,0,1
HimelilTeapot,0,1,0,0,1,0,0,0,1,1,0,1,0
MrPreetKarnal,0,0,0,1,1,1,1,0,0,1,1,0,0
SJoy8,0,0,1,1,1,1,1,0,1,1,0,0,0
Alex Sacio,0,0,0,0,0,1,1,0,0,1,0,0,0
RRRFootprint,0,0,0,1,1,0,0,0,0,1,1,0,0
Mybigworld100,0,0,1,0,0,0,0,0,1,0,0,1,1
AgentAdam33,0,1,1,0,0,0,1,0,1,0,0,1,0
Bullman123,1,1,1,1,1,1,1,0,1,1,1,0,1
Lizhunki5,1,1,1,0,1,0,1,0,1,1,0,1,0
Raheem shaker,0,1,0,0,0,0,0,0,1,0,0,1,0
JaptheRapper,0,0,0,0,0,0,0,0,0,0,0,1,0
Sstteevvee,1,1,1,1,1,1,1,1,1,1,1,1,1
Tnborderpatrol,1,1,1,1,1,1,1,0,1,1,0,1,0
KomatchiGirl,0,0,0,1,1,1,1,0,0,1,1,0,1
Snakeboy20,0,0,0,0,0,1,0,0,0,1,0,0,1
Nismo 5zigen,0,0,0,1,0,1,1,0,0,1,0,0,1
Tedsanders,1,1,1,1,1,1,1,0,1,1,1,0,0
Bob1234567898,0,0,0,0,0,1,1,0,0,1,0,0,1
WxBot,0,0,0,0,0,0,0,0,0,0,0,1,0
Hitachrist,1,0,0,0,0,0,0,0,1,0,0,1,0
Paul.pawl.pool,1,1,1,0,0,1,1,0,1,1,1,1,0
Daffudile manilla,0,0,0,1,0,1,1,0,0,1,0,0,0
MooreNo1,0,0,1,1,0,1,1,1,1,1,1,1,1
Danidiva73,1,1,0,0,0,0,0,0,1,0,0,1,0
Bernardoxurquieta,0,0,0,1,0,1,0,0,0,1,0,0,0
Turdas,0,1,1,0,0,1,1,0,1,1,0,0,0
Burgerball,0,0,0,1,0,1,1,0,0,1,0,0,1
Nima.badri,1,0,0,0,0,0,0,0,1,0,0,1,0
XxSNiP3RxxL33TW33D420xX,0,0,0,1,0,0,0,0,0,1,0,0,1
Sudip limbu,1,0,1,0,0,0,1,0,1,0,0,1,0
Difference Dee Mathevula,1,0,1,0,0,0,1,0,1,0,0,1,0
HelloKitty2005,0,0,0,1,1,1,0,0,0,1,0,0,1
Nf f c d,0,0,1,0,0,0,0,0,1,0,0,1,1
BobMillerSr,0,0,0,1,1,1,1,1,0,1,1,0,0
Famespear,1,0,0,1,1,1,1,0,1,1,0,0,0
George Kastrioti,0,0,1,1,1,1,0,0,1,1,0,0,0
Mclabid007,0,0,0,1,0,1,1,0,0,1,0,0,1
YellowPerson4000,0,0,0,1,0,1,0,0,0,1,0,0,1
Sweller than you,0,0,1,0,0,0,1,0,1,0,0,1,1
Avieshek,1,1,1,1,1,1,1,0,1,1,1,0,0
Der-wuppertaler,0,1,0,1,1,1,1,0,1,1,1,0,0
Detfournier,0,0,0,0,1,0,0,0,0,1,0,0,1
Ostrichboy,0,0,0,1,1,1,1,0,0,1,0,0,1
GurpreetSaini22,0,0,1,0,0,0,1,0,1,0,0,1,0
Sai Weng,1,1,1,1,1,1,1,0,1,1,1,0,0
Damian P Lopez,0,0,0,1,0,1,1,0,0,1,0,0,1
Shepheal,0,0,0,0,0,0,0,0,0,0,0,1,0
Hackahdudeman,0,0,0,0,0,1,1,0,0,1,0,0,1
Volker-Morath,0,0,1,1,1,1,0,0,1,1,0,0,0
Hoy Alayaw,0,0,0,0,0,0,0,0,0,0,0,0,1
Buffeteer,0,0,0,1,1,1,1,0,0,1,0,1,0
Doctorsherlockofwholocks,0,0,0,1,0,1,1,0,0,1,0,0,1
Dolzikid,0,0,0,1,0,1,1,0,0,1,0,0,1
Dsf 123,0,1,0,0,0,1,1,0,1,1,0,0,0
90col90,0,0,0,1,0,0,0,0,0,1,0,0,1
Brave589,0,0,0,1,1,0,0,0,0,1,0,0,1
Pidot07,1,0,1,0,0,0,1,0,1,0,0,1,0
Bluetiger11,1,0,0,0,0,0,1,0,1,0,0,1,1
Beba123456789,0,0,0,0,0,0,0,0,0,0,0,1,1
Bobyyybbyy,0,0,0,0,0,0,0,0,0,0,0,0,1
NgaWangTentar,0,0,1,0,0,0,1,0,1,0,0,1,0
ImNotch,0,0,0,0,0,1,1,0,0,1,0,0,1
Heyweiler,0,0,0,0,0,1,0,0,0,1,0,1,0
Olykngwzere,0,0,0,0,0,0,0,0,0,0,0,0,1
Uhmoortuhl,0,0,0,0,0,1,1,0,0,1,1,0,0
Karl Theodor Wilhelm Weierstrass,0,0,0,1,1,1,1,0,0,1,0,0,0
Taphophile au,0,1,1,0,0,1,1,0,1,1,0,1,0
WorlclTraveller101,1,0,0,0,0,0,0,0,1,0,0,1,1
Coolcooliocooler,0,0,0,0,0,0,0,0,0,0,0,0,1
Michael Jadson,0,0,0,1,0,0,0,0,0,1,0,0,1
Seacowpowah,0,0,0,1,0,1,1,0,0,1,0,0,1
Lambuchak,0,0,0,0,0,1,0,0,0,1,0,0,0
Crime control,1,0,1,0,0,0,0,0,1,0,0,1,0
Feedthepanda002,0,0,0,1,0,1,1,0,0,1,0,0,1
Swarnavasengupta,0,0,1,0,0,0,1,0,1,0,0,1,0
Austin Halvosa,1,1,1,0,0,1,1,0,1,1,0,0,1
Ellen schwier,0,1,0,0,0,1,0,0,1,1,0,0,0
Emremmacs,0,0,0,0,0,0,0,0,0,0,0,0,1
Loganmq,0,0,0,1,0,1,1,0,0,1,0,0,1
Tgiorno,0,0,0,0,0,1,1,0,0,1,0,0,1
Chuck norri,0,0,0,0,0,0,0,0,0,0,0,0,1
Up the BAA,0,0,0,1,0,1,1,0,0,1,0,1,1
Wikiboy199576,0,0,0,0,0,1,0,0,0,1,0,0,1
Seherring,0,0,0,1,0,1,0,0,0,1,0,0,0
I love freestuff,0,0,0,0,0,0,0,0,0,0,0,0,1
John M. Huffman,0,0,1,0,0,0,1,0,1,0,0,1,0
Bobcheese57,0,0,0,0,0,0,0,0,0,0,0,0,1
Russ Chlebenski,0,1,1,0,0,0,1,0,1,0,0,1,0
Codycoyj,1,0,1,0,0,0,1,0,1,0,0,1,1
Gamesaver29,0,0,0,0,1,1,0,0,0,1,0,0,1
Terryboy10,0,0,0,0,0,1,1,0,0,1,0,0,1
Linuxrox,0,0,1,0,1,0,0,1,1,1,1,0,0
Serewill,0,0,0,0,1,0,0,0,0,1,0,0,1
Kingbub,0,0,0,0,0,0,0,0,0,0,0,0,0
Mburpee,1,1,1,1,1,1,1,0,1,1,1,0,0
Teiilre,0,0,1,0,0,0,1,0,1,0,0,1,1
Dickbreath,0,0,0,1,1,1,1,0,0,1,0,0,1
Lfcfinn17,0,0,0,0,1,1,1,0,0,1,1,0,1
Georgephilippou,0,0,0,1,0,1,1,0,0,1,0,0,1
BFoy4,0,0,0,1,0,1,1,0,0,1,1,0,1
Izus.design,0,0,0,1,1,1,1,0,0,1,0,1,0
Plymouth da Pheonix,1,1,0,0,0,0,0,0,1,0,0,1,0
SigloXVI,1,0,1,1,1,1,1,0,1,1,1,1,0
Caillin Austin,1,1,1,1,1,1,1,0,1,1,0,1,0
Khalidmahmood390,0,0,0,1,0,1,1,0,0,1,1,0,1
Harry Nutsack Potter,0,0,0,0,0,0,0,0,0,0,0,0,1
BenClubley,0,0,0,1,1,1,1,0,0,1,0,0,1
Fyrdraca,0,1,1,1,1,0,0,1,1,1,1,0,0
Christmas25,0,0,0,0,0,1,0,0,0,1,0,0,1
Kingkamehameha,1,0,1,0,0,1,1,0,1,1,0,0,1
Sivajalapathi,0,0,0,0,0,0,0,0,0,0,0,1,0
MohdQ12345610,1,0,1,0,0,0,1,0,1,0,0,1,1
Skandasastry,0,0,0,0,0,0,0,0,0,0,0,0,1
RACERXV2.0,0,0,0,0,0,1,1,1,0,1,0,0,1
Jerrel Catlett,0,1,0,1,1,1,1,0,1,1,0,1,0
MexicanCheese,0,0,0,0,0,0,0,0,0,0,0,0,1
Madistaten,0,0,0,0,0,0,0,0,0,0,0,0,1
Humanitarianfutures,0,0,0,0,0,1,1,0,0,1,0,1,0
Regiquaza Jiroxy,1,0,1,1,0,1,1,0,1,1,0,0,1
ChrisCharleston,0,0,0,1,0,1,1,0,0,1,0,0,1
RootNToot,0,0,0,0,0,0,0,0,0,0,0,1,0
Connrwell,0,0,0,1,0,1,1,0,0,1,0,0,1
Superwillbert,0,0,0,1,0,1,1,0,0,1,0,1,1
Crawhammond17,0,0,0,1,0,0,0,0,0,1,0,0,1
AllyKatt2473,0,0,0,0,1,0,0,0,0,1,0,0,1
Robertgillard123,0,0,0,0,0,1,0,0,0,1,0,0,1
Ramacleod23,1,1,0,1,1,1,1,0,1,1,1,1,0
ASS908,0,0,0,1,0,1,1,0,0,1,0,0,1
Pds1011,0,0,0,1,0,1,1,0,0,1,1,0,0
Domtom22,0,0,0,1,0,1,0,0,0,1,0,0,1
Patbdwll,0,1,0,1,0,1,1,0,1,1,1,0,0
JohnLeet,0,0,0,1,1,0,0,0,0,1,0,0,1
Armyofandroid,0,0,0,0,0,0,0,0,0,0,0,0,1
Meowcats69ps3,0,0,0,0,0,1,0,0,0,1,0,0,1
My Flight,0,0,0,0,0,1,0,0,0,1,0,1,1
Vedant111marulkar,0,0,0,1,0,1,1,0,0,1,0,0,1
Zimbabwian,0,0,0,0,0,1,1,0,0,1,0,0,1
Ipanemaoldgirl,0,0,1,0,0,0,1,0,1,0,0,0,0
AhrenKapurSarma,0,0,0,0,0,0,0,0,0,0,0,1,0
Ameer saadallah,1,1,1,0,0,0,1,0,1,0,0,1,0
Collin17138,0,0,0,0,0,0,0,0,0,0,0,0,1
TheGrapist69,0,0,0,0,0,0,0,0,0,0,0,0,1
Lizarnoldhood,1,1,0,0,0,0,1,0,1,0,0,1,0
Akhilesh.pal4,0,0,1,0,0,0,0,0,1,0,0,1,0
Kenzie87,0,0,0,1,1,1,1,0,0,1,0,1,0
Almothewrestler,0,0,0,0,0,1,0,0,0,1,0,0,1
Irisalroy,0,0,1,1,1,1,1,0,1,1,0,1,0
Verminsupreme2016,0,0,0,0,0,0,0,0,0,0,0,0,1
Skydoesminecraft,0,0,0,0,0,1,0,0,0,1,0,0,1
Ninjafishkiwi,0,0,0,0,0,0,0,0,0,0,0,1,0
Wilson Bitoque,0,0,0,0,0,0,0,0,0,0,0,0,1
WTFisThisSheet,0,0,0,0,0,1,1,0,0,1,0,0,1
Billbillbillo12,1,0,1,0,0,0,1,0,1,0,0,1,1
Kevinjmfa09,0,0,0,0,0,1,1,0,0,1,0,0,1
Blackpeoplesteal,0,0,0,1,0,0,1,0,0,1,0,0,1
KHS12,0,0,0,1,0,1,0,0,0,1,0,0,1
Puffin2012,0,0,0,0,1,1,1,0,0,1,1,0,1
Jack Normanlock,0,0,0,0,0,1,0,0,0,1,0,0,1
Beverlyhannah,0,1,1,0,0,0,0,0,1,0,0,1,0
RVesey,0,0,0,0,0,0,0,0,0,0,0,1,0
Trolol09,0,0,0,0,0,1,0,0,0,1,0,0,1
Meera Basaad,0,1,1,0,0,0,1,0,1,0,0,1,0
David Lilley90,1,1,1,0,0,0,1,0,1,0,0,1,0
Wpnarendrajha,1,0,1,1,0,1,1,0,1,1,0,1,0
Abdullahalameri,0,0,0,1,0,0,0,0,0,1,1,0,1
Devanday01,0,0,0,1,0,1,1,0,0,1,0,0,1
Siddharth001,0,0,0,0,0,1,1,0,0,1,0,1,0
Assaad Awad,1,0,1,0,0,0,0,0,1,0,0,1,0
Hossein Gholizadeh,0,0,1,0,0,0,1,0,1,0,0,1,0
Thesimcal,0,0,0,0,0,1,1,0,0,1,0,0,1
Powerstroker,0,0,0,1,1,1,1,0,0,1,0,0,0
Softepiq,1,0,1,0,0,0,1,0,1,0,0,1,0
Tapanking,1,0,0,0,0,0,0,0,1,0,0,1,0
CheezWhizard,0,0,0,0,0,0,0,0,0,0,0,0,1
AKwool,0,1,0,0,0,0,0,0,1,0,0,1,0
Yourface9736,0,0,0,1,0,1,1,0,0,1,0,0,1
Amaraudio,1,1,1,1,1,1,1,0,1,1,0,0,0
Ekealexa,1,1,1,0,0,1,0,0,1,1,1,1,1
KittyGat,0,0,0,0,0,1,0,0,0,1,0,1,1
Jack26699,0,0,0,0,0,1,1,0,0,1,0,0,1
Hieroglyph albert,0,0,0,0,0,0,0,0,0,0,0,0,1
Grzechu25,0,0,0,1,0,1,1,0,0,1,0,0,1
Arielbrionesdizon,0,0,0,1,1,1,1,0,0,1,0,1,0
Lcw22,1,0,1,1,0,1,1,0,1,1,0,0,0
Kingkingsorgs,0,0,0,0,0,1,1,0,0,1,0,0,1
Dieselpowered,0,0,0,0,0,1,1,0,0,1,0,0,1
Andrewporter85,0,0,0,1,1,0,0,0,0,1,0,1,0
Anonymous892,1,1,1,1,1,1,1,0,1,1,0,1,0
Lukesanoob,0,0,0,1,0,0,0,0,0,1,0,0,1
RS10421,1,0,1,0,0,0,1,0,1,0,0,1,0
Ertha berfolimue,0,0,0,0,0,0,0,0,0,0,0,0,1
Asadkhank,0,1,1,0,0,1,0,0,1,1,0,1,0
Leesy720,0,0,0,0,1,1,0,0,0,1,1,0,1
TAMMYWENA,0,0,1,0,0,1,1,0,1,1,0,0,1
Tartanos1,1,1,1,1,0,1,1,0,1,1,0,1,0
GroundEagle180,0,0,0,1,1,1,0,0,0,1,0,0,1
Taylacayden,0,0,1,0,0,0,1,0,1,0,0,1,0
DLBfan756890,0,0,0,0,0,0,0,0,0,0,0,1,1
ReferencesAreImportant,0,0,1,0,0,1,1,0,1,1,0,1,1
Blessthefood,0,0,0,0,0,0,0,0,0,0,0,0,1
MBBell,1,0,1,0,0,0,0,0,1,0,0,1,0
Thenameis24,0,0,1,0,0,0,1,0,1,0,0,0,1
Liutg,0,0,0,1,0,1,1,0,0,1,1,0,1
Ruthuparna,0,0,1,0,0,0,0,0,1,0,0,1,1
Avrahamburg,0,0,0,0,0,1,1,0,0,1,0,0,1
Raquel Fitleigh,1,0,1,1,1,1,1,0,1,1,1,0,0
Vickie ronseru,0,1,0,0,1,0,0,0,1,1,0,0,0
Jeryckk jj,0,1,1,0,0,0,0,0,1,0,0,1,0
Nigstomper,0,0,0,0,0,0,0,0,0,0,0,0,1
Agirretxe,0,0,0,1,1,1,1,0,0,1,1,0,1
Ortcham,0,1,0,1,1,1,1,0,1,1,1,1,0
Azkle,0,0,0,1,0,1,0,0,0,1,1,1,0
SamTheMusicalGamer,1,0,1,0,1,0,1,1,1,1,1,1,0
Mrriazz,0,1,1,0,0,0,0,0,1,0,0,1,0
Yorkearl,0,0,1,0,1,1,1,0,1,1,1,0,1
Thecoolman124,0,0,0,0,0,1,0,0,0,1,0,0,1
Ambar9365,0,0,0,0,0,1,0,0,0,1,0,0,1
The wiki changer 777,0,0,0,1,0,1,1,0,0,1,0,0,1
Mareoshow,1,1,1,0,0,0,1,0,1,0,0,1,0
Ianbertz,0,0,0,0,0,1,1,0,0,1,0,0,1
Noorbakhshi guy,0,0,0,1,1,1,1,0,0,1,1,0,0
Garth Carlos Fellers,1,1,1,1,1,1,1,0,1,1,1,0,0
JosephHawk,1,1,1,0,0,1,1,0,1,1,1,0,0
PaulAmendola,1,1,0,0,0,0,0,0,1,0,0,1,0
Xoonij,0,0,0,1,1,1,1,0,0,1,0,0,1
PC401,0,0,0,1,0,1,1,0,0,1,0,0,1
Hespero,0,0,0,0,0,1,0,0,0,1,0,0,1
LitmusCycle,0,1,0,0,1,1,0,1,1,1,1,0,0
Ranjeevhari,0,0,1,0,0,0,0,0,1,0,0,1,0
Djeesisofnazaratroll,0,0,0,0,0,1,0,0,0,1,0,0,1
Fuckyoureyes,0,0,1,0,0,1,1,0,1,1,0,0,1
Shlomo Sheckelberg,1,0,1,0,0,0,1,0,1,0,0,0,1
Matogo18,0,0,0,1,1,1,1,0,0,1,1,0,0
DietJustice,1,1,1,0,0,0,1,0,1,0,0,1,0
The Tmoney,0,0,0,0,0,0,0,0,0,0,0,1,0
R0stam,0,1,1,0,1,1,1,0,1,1,1,1,0
Buddhinuwan2010,0,1,0,0,0,0,0,0,1,0,0,1,0
MyLs,0,0,0,1,0,0,0,0,0,1,0,0,0
Hacker124816,0,0,0,1,1,1,1,0,0,1,1,0,1
JJ Jaguar2000,0,1,1,1,1,1,1,0,1,1,0,0,1
Claritycr,0,1,1,1,0,1,1,0,1,1,0,1,0
AlphaCrest,0,0,0,0,0,0,0,0,0,0,0,0,1
Kylelikescows,0,0,0,1,1,1,1,0,0,1,0,0,1
ZZpoa,0,0,0,0,0,1,1,0,0,1,0,0,1
Ukelesack,0,0,0,0,0,1,0,0,0,1,0,1,0
Urbex3,0,0,0,1,0,0,0,0,0,1,0,0,1
Wildgirl4834,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars3900,0,1,0,0,0,0,0,0,1,0,0,0,1
Jammypotatoes,0,0,0,0,0,0,0,0,0,0,0,0,1
AGHELIUS,0,0,1,0,1,1,1,0,1,1,0,0,0
HRH Rakesh Singh,0,1,0,0,0,0,0,0,1,0,0,1,0
Princess Celestia 95,0,0,0,0,0,0,0,0,0,0,0,0,1
EseKush562,0,0,0,0,0,1,1,0,0,1,0,0,1
Deniselee26,1,1,1,1,1,1,1,0,1,1,1,1,0
Baldeagle69,0,0,0,1,1,0,0,0,0,1,0,0,1
Slenderchick,1,1,0,1,1,0,0,0,1,1,0,1,1
Taka691,0,1,1,0,1,0,1,0,1,1,0,1,0
MrGaganGowda,1,1,1,0,0,0,1,0,1,0,0,1,0
Unicornperson999,0,0,0,0,0,1,1,0,0,1,0,0,1
Dontbeastranger,1,1,1,1,0,1,1,0,1,1,0,0,1
GabrielGmil,1,0,0,0,0,0,0,0,1,0,0,0,0
Hahaimheretomesseverythingup,0,0,0,0,0,0,0,0,0,0,0,0,1
Suntrustcovers,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablosanchez1997,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurwiszonfiut,0,0,0,0,0,0,0,0,0,0,0,0,1
Langsdlc,0,1,1,0,0,1,0,0,1,1,0,1,0
Hoss0052,1,1,1,0,0,0,1,0,1,0,0,1,0
Eimn8,1,1,1,0,0,0,1,0,1,0,0,1,0
Work Shop Corpse,0,0,1,1,1,1,1,0,1,1,1,0,0
Thewalkingdead1234,0,0,0,0,0,0,0,0,0,0,0,0,1
Harry Baker CP,0,0,0,1,0,0,0,0,0,1,0,0,1
SWAGMASTER420,1,0,1,0,0,0,1,0,1,0,0,0,1
Sushimaster1999,0,0,1,0,0,0,1,0,1,0,0,0,0
Joy Richard Preuss Gold,0,0,0,0,0,0,0,0,0,0,1,0,1
Binishnb,0,0,0,0,0,0,0,0,0,0,0,1,0
Evebostick,0,0,0,0,0,0,0,0,0,0,0,0,0
Teamloco23,0,0,0,0,0,0,0,0,0,0,0,0,1
Chiteck,0,0,0,1,0,1,1,0,0,1,0,0,1
Minibong,0,0,0,0,0,1,1,0,0,1,0,0,1
Jodosma,1,1,1,1,1,1,1,1,1,1,1,0,0
Mattsciandra,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomrocksocks,0,1,1,1,0,1,1,0,1,1,0,0,1
Jamiecott5555,0,0,0,1,0,0,0,0,0,1,0,0,0
Lillyfirexx,0,0,0,0,0,1,1,0,0,1,1,0,1
Mcarp20,0,0,0,1,1,1,1,0,0,1,0,1,1
Slemp2,0,0,0,1,1,1,1,0,0,1,0,0,1
Gregoryjones36,0,0,0,1,1,1,1,0,0,1,0,0,1
Mario9704,0,0,0,0,0,0,0,0,0,0,0,0,1
I flarped,0,0,0,0,0,0,0,0,0,0,0,1,1
Chezdoodlezzzz,0,0,0,0,1,0,0,0,0,1,1,0,1
Hadi Panahikia,0,0,1,0,0,0,1,0,1,0,0,1,0
Lucy Kagama,1,1,1,0,0,0,0,0,1,0,0,1,0
Jacob soulliere,1,1,0,0,0,0,0,0,1,0,0,1,0
Poldid911,0,0,0,1,0,1,1,0,0,1,0,0,1
HunterMCD,0,0,0,0,0,1,1,0,0,1,0,0,1
Blutbad,0,0,0,0,0,1,1,0,0,1,0,0,1
Socratesjournal,1,1,1,0,0,0,1,0,1,0,0,1,0
Olja1990,0,0,0,0,0,1,0,0,0,1,1,0,1
Thewolfman123,0,0,0,0,1,1,0,0,0,1,0,1,1
Satyajit sinha choudhury,1,0,1,0,0,0,1,0,1,0,0,1,0
Imerk803,0,0,0,0,0,1,1,0,0,1,0,0,1
Prof Vicki,0,1,0,0,0,0,0,0,1,0,0,1,0
Y2kiliyas,1,1,1,0,0,0,1,0,1,0,0,1,0
Hellodough,1,1,1,1,1,1,1,0,1,1,0,1,0
Khashayarteimoori,0,1,0,0,0,0,0,0,1,0,0,1,0
The sexy bandit,0,0,0,0,0,1,1,0,0,1,0,0,1
Blythwood,1,1,1,1,1,1,1,1,1,1,1,0,0
ImperatorToaster,0,0,0,1,1,1,1,0,0,1,0,0,1
Ponyo2549,0,0,0,0,0,1,0,0,0,1,0,0,1
IZRozin22,1,0,1,1,1,1,1,1,1,1,0,1,0
Jeffrolfvondenbaumen11,0,0,0,0,0,1,1,1,0,1,0,0,1
Tallfromstpaul,0,1,1,1,1,1,1,1,1,1,1,0,0
Emlass,1,1,1,0,1,0,1,0,1,1,0,0,0
Masterofbaloons,0,0,0,1,0,0,0,0,0,1,0,0,1
Rluellen,1,1,1,0,0,0,1,0,1,0,0,1,0
Akhooha,1,1,1,1,1,1,1,0,1,1,1,0,0
Monkeysrulelikedoodoo,0,0,0,0,0,1,1,0,0,1,0,0,1
LogFTW,1,1,1,1,1,1,1,0,1,1,1,1,0
SeaBigPop,1,1,1,1,0,1,1,0,1,1,0,0,0
Mills3270,0,0,0,1,0,1,1,0,0,1,0,0,1
Starlightweighing,0,0,0,1,1,1,1,0,0,1,1,0,0
AmitWikiCool,0,1,1,1,1,1,1,0,1,1,1,0,0
Ragterminate,0,0,0,1,1,1,1,0,0,1,0,0,1
Smellmyfeet07,0,0,0,0,1,0,0,0,0,1,0,0,1
Reality42,0,0,0,0,0,1,0,0,0,1,0,0,1
StacyPF,1,1,1,1,1,1,1,0,1,1,0,1,0
Lehreh steve,1,1,1,0,0,0,1,0,1,0,0,0,0
Taylorisgay6969,0,0,0,0,0,1,0,0,0,1,0,0,1
HECallaghan,0,0,0,1,0,0,0,0,0,1,0,0,0
Zahida2013,1,1,0,1,1,1,1,0,1,1,1,1,0
Fazalrehman1,0,0,0,0,0,0,0,0,0,0,0,1,0
Slamgaap420,0,0,0,0,0,1,0,0,0,1,1,0,1
Transition of Wisdom,0,0,0,0,0,0,0,0,0,0,0,0,1
MarcusBray,0,0,1,0,0,0,0,0,1,0,0,0,0
ItalicizedComma,0,0,0,1,1,1,0,0,0,1,1,1,0
Djjayfive,0,0,0,0,0,0,0,0,0,0,0,0,1
Awesomedude12,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis newman,0,0,0,0,0,1,0,0,0,1,0,0,1
XXWeAreLegionXx,0,0,0,0,0,0,0,0,0,0,0,0,1
Zynaden,0,1,0,1,1,1,0,0,1,1,1,0,0
WikiFrow,1,1,1,1,0,1,1,0,1,1,0,1,0
Somebodyoncetrolledme34,0,0,0,0,0,1,0,0,0,1,0,0,1
Professor124,1,0,1,0,0,0,1,0,1,0,0,0,0
Goofygoofy97,0,0,0,0,0,0,0,0,0,0,0,0,1
Sushil231088,0,1,0,1,1,0,0,0,1,1,1,0,1
Radulitean,0,0,0,0,0,0,0,0,0,0,0,0,1
14dboyles,0,0,0,1,1,1,1,0,0,1,0,0,1
Jackalass1,0,0,0,1,0,1,1,0,0,1,0,0,1
Joekingirish,0,0,1,0,0,0,0,0,1,0,0,0,1
Francesca2002$11,0,0,0,0,0,1,0,0,0,1,0,0,1
Lopilopp,0,1,0,0,0,0,0,0,1,0,0,1,0
Humblegnome,0,0,1,0,1,0,0,0,1,1,0,0,1
Paramtech,1,0,1,0,0,0,1,0,1,0,0,1,0
Plcoopr,1,1,1,1,1,1,1,1,1,1,1,1,0
WilliamsStreet,1,1,1,1,1,1,1,0,1,1,1,0,0
Highman100oo,0,0,0,0,0,1,0,0,0,1,0,0,1
Seals1534,1,0,1,0,0,0,1,0,1,0,0,1,0
Xiaoguimen,0,0,0,0,0,0,0,0,0,0,1,0,0
Guillem.gilabert,0,0,0,0,0,1,1,1,0,1,0,0,0
Break-these-walls-down,0,0,0,0,0,0,0,0,0,0,0,0,1
Dickhitch,1,1,0,1,0,1,1,0,1,1,1,1,0
TheWord2K14,1,1,1,0,0,0,1,0,1,0,0,1,0
Blacksnow666,0,0,0,0,0,0,0,0,0,0,0,0,0
